offre_id,title,description,source_name
438,Architecte Logiciel H/F (CDI),"Vos missions et votre environnement :
                        

Votre mission : 
En tant qu'Architecte Logiciel au sein d'une équipe R&D, vous serez au cœur de la conception et du développement de solutions innovantes dans le domaine du renseignement. Vous serez amené à :

Concevoir des architectures logicielles robustes et évolutives pour des projets fullstack.
Guider les équipes de développement dans la mise en œuvre des meilleures pratiques.
Assurer la cohérence technique des projets et garantir leur qualité.
Participer activement à la veille technologique et à l'évaluation de nouvelles solutions.
Collaborer étroitement avec les équipes métiers pour comprendre leurs besoins et les traduire en solutions techniques.


Vos compétences et connaissances :
                        

Votre profil : 

Expérience solide en tant qu'Architecte Logiciel avec une expertise avérée dans la conception de solutions fullstack.
Maîtrise des technologies suivantes :

Back-end : Java 8, 11 et 17
Front-end : Angular 17
Bases de données : NoSQL, Elasticsearch, Kibana


Connaissances approfondies des méthodologies de développement Agile et des pratiques DevOps.
Intérêt marqué pour les sujets liés au renseignement et à la sécurité des données.
Qualités relationnelles et capacité à travailler en équipe.
Rigueur, autonomie et sens de l'initiative.




Ce que nous vous offrons ? 

Intégrer une équipe dynamique et passionnée au sein d'un environnement de travail stimulant.
Travailler sur des projets innovants à fort impact.
Bénéficier d'un parcours de formation personnalisé.
Evoluer dans un contexte de R&D où l'innovation est au cœur de nos préoccupations.",France Travail
1854,Architecte Logiciel IA (H/F),"<p>Dans le cadre d'une création de poste au sein de notre département R&amp;D, nous recherchons un(e) architecte logiciel IA basé(e) sur Pau pour concevoir et structurer des solutions logicielles dont les missions seront les suivantes :</p>
<p>- Concevoir l’architecture des solutions intégrant des modèles d’IA et Data fournis par les spécialistes métiers;<br />- Garantir la robustesse, la maintenabilité et l’évolutivité des solutions développées;<br />- Proposer les technologies les plus adaptées;<br />- Contribuer à l’élaboration de la documentation technique pour l’équipe et les utilisateurs;<br />- Participer activement à la conception, au développement et au déploiement d’un outil interne de gestion de données, en lien avec les équipes métier et IT;</p>
<p>- Collaborer avec les équipes data science, les métiers et les responsables applicatifs pour garantir une exploitation fiable et pérenne des données dans les systèmes décisionnels ou IA;<br />- Mettre en œuvre les bonnes pratiques de gouvernance des données : documentation, catalogage, traçabilité etc;<br />- Veiller à la qualité, la cohérence, la sécurité et la conformité réglementaire (RGPD notamment) des données manipulées.</p><p>Vous êtes titulaire d’un Bac +5 (Master 2, diplôme d’ingénieur ou équivalent universitaire) dans l’un des domaines suivants : informatique, intelligence artificielle, data science, mathématiques appliquées, génie logiciel ou tout autre cursus équivalent.</p>
<p>Une spécialisation ou des modules approfondis en architecture logicielle, intelligence artificielle / machine learning, ou gestion des données constituent un atout majeur pour ce poste. La maîtrise de Python est obligatoire. </p>",France Travail
1160,Architecte Logiciel Java (H/F),"RESPONSABILITÉS : 

Vous rejoindrez notre équipe composée de 6 experts logiciels et d'un chef de projet afin d'assurer l'accompagnement et l'évolution autour de nos technologies.
Vous serez le garant de l'architecture logicielle et de la pérennisation du patrimoine applicatif, un appui technique et architectural aux développeurs sur nos projets métiers, ainsi qu'un acteur principal du release management et du support N4.
Vous travaillerez en étroite collaboration avec les différents services de notre structure.
Missions :
 •  Architecture :
 • Définir et construire l'architecture technique et briques logicielles.
 • Construire notre feuille de route technologique et participer aux projets d'évolution du SI.
 • Être force de proposition, développer, guider et diriger la mise en œuvre des choix techniques retenus.

 •  Implication dans les projets :
 • Etre partie prenante des projets structurants du plan de production à destination de nos adhérents.
 • Faciliter la réussite de ces projets tout en apportant une expertise technique et technologique.
 • Etant partie prenante de ces projet, accompagner l'équipe de développement en tant qu'architecte et référent technique.
 • Guider les développeurs vers leur montée en compétence.

 •  Intégration :
 • Maintenir et faire évoluer la plateforme d'intégration continue.
 • Construire et façonner les livrables à travers les versions majeurs et interversions.
 • Industrialiser et optimiser le packaging et le déploiement d'application dans une démarche d'amélioration continue.

 •  Culture technologique :
 • Être acteur de l'acculturation technique, rédiger les documentations nécessaires et participer au transfert de compétence interservices.
 • Dispenser, partager, vulgariser le savoir à travers des présentations de sujets techniques et l'alimentation des bases de connaissance.
 • Faciliter la transversalité avec les département Infrastructures, Conseil et Fonctions supports.
 • Co-constuire l'avenir, l'outillage, la gestion de l'exploitation logicielle avec les équipes Infrastructure.
 • Adopter une culture transverse orientée DevOps.

 •  Culture générale & savoir-être :
 • Comprendre les enjeux technologiques - évolutions, performances, pérennité et dette technique - dans le contexte d'un GIE en constante évolution.
 • Être autonome sur l'organisation de son travail tout en facilitant la conduite des projets (estimations, reste à faire, reporting en général)

PROFIL RECHERCHÉ : 

De formation supérieure en informatique, vous justifiez d'une expérience significative de 5 à 10 ans dans une fonction similaire.
Compétences techniques
 • Larges compétences et culture de la stack Java / Angular
 • Ayant justifié d'expériences significatives dans le domaine
 • Compétences architecturales sur ce couple technique
 • Framework Spring, Spring Boot, Spring Batch, JPA
 • Culture Javascript / Typescript / SPA

 • Architectures orientées services (Micro services et API REST )
 • Identity Provider et API Manager - Gravitee

 • Compétences et culture DevOps
 • Conteneurisation Docker
 • Docker Compose
 • Architecture et hébergement cloud (Kubernetes est un plus)


 • A l'aise sur environnements Linux / Shell script (idéalement Debian)
 • Expérience significative autour du Release Management
 • Construction, façonnage d'artefact
 • Optimisation, Industrialisation

 •  Intégration Continue
 • Git (Feature Branch Workflow) / Gitlab CI
 • Jenkins


NOS AVANTAGES  

Transport pris en charge à 75% | Tickets resto pris en charge à 60% | Mutuelle prise en charge à 60%  
10 jours de RTT en plus des 25 jours de CP | Mode de travail : hybride | Accès au CSE (billetterie, voyages...)  
Des parcours de formations personnalisés (75% de nos collaborateurs ont suivis au moins 1 formation en 2022)  
Votre chance c'est votre talent, la nôtre c'est de le développer : rejoignez-nous !  
En tant que signataire de la charte de diversité en entreprise, Alteca favorise un environnement de travail inclusif et respectueux de tous. A compétences égales, tous nos postes sont ouverts aux personnes en situation de handicap.",France Travail
229,Architecte Logiciel Services Financiers - Ile de France (H/F),"Description de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe, avec  collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services et solutions numériques. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, en combinant une connaissance approfondie des secteurs dactivité et des technologies à une approche collaborative. Sopra Steria place lhumain au cur de son action et sengage auprès de ses clients à tirer le meilleur parti du numérique pour construire un avenir positif. En , le Groupe a réalisé un chiffre daffaires de 5,8 milliards deuros.The world is how we shape it*Description du posteVotre rôle et vos missions :Définir larchitecture logicielle Java en garantissant cohérence, maintenabilité et performance.Concevoir et mettre à jour le design des logiciels produits, en respectant les exigences projets, contraintes techniques et performances attendues.Coordonner la production logicielle avec les équipes de développement (spécification, conception, implémentation), pour garantir la qualité et la standardisation du code.Collaborer avec le Chef de Projet Logiciel pour élaborer les plannings techniques, estimer les charges et ordonnancer les activités.Mettre en place des standards de développement et bonnes pratiques (revues de code, documentation, intégration continue).Effectuer une veille technologique active pour prévenir les obsolescences et faire évoluer lenvironnement technique.Contribuer à la mise en place du référentiel technique et de loutillage de production (CI/CD, tests, monitoring) en lien avec les équipes DevOps ou les architectes transverses.QualificationsVous possédez une expérience significative sur un poste similaire, ainsi quune réelle force de proposition en portant les sujets techniques ardus. Le travail en équipe sera clé en interaction avec le client et aussi en interne avec une forte qualité pédagogique et dintégration au sein des multiples équipes projets. Vous êtes un vrai couteau suisse, permettant de descendre dans la technique sur les sujets ardus (exemplarité vis-à-vis des équipes techniques), tout en gardant du recul, et sachant aussi remonter plus haut au niveau DAT / Roadmap / Stratégie. Vous êtes issu(e) d'un Master 2 ou équivalent (Ecole d'Ingénieurs ou Universitaire) et possédez au moins 5 ans d'expérience en tant qu'Architecte Logiciel, dans des environnements complexes et exigeants. Informations supplémentairesUn accord télétravail pour télétravailler jusquà 2 jours par semaine selon vos missions. Un package avantages intéressant : une mutuelle, un CSE, des titres restaurants, un accord dintéressement, des primes vacances et cooptation.Des opportunités de carrières multiples : plus de 30 familles de métiers, autant de passerelles à imaginer ensemble.Plusieurs centaines de formations accessibles en toute autonomie avec Sopra Steria Academy.La possibilité de s'engager auprès de notre fondation ou de notre partenaire « Vendredi ».L'opportunité de rejoindre le collectif Tech'Me UP (formations, conférences, veille, et bien plus encore). Employeur inclusif et engagé, notre société uvre chaque jour pour lutter contre toute forme de discrimination et favoriser un environnement de travail respectueux. Cest pourquoi, attachés à la mixité et à la diversité, nous encourageons toutes les candidatures et tous les profils.https://www.soprasteria.fr/nous-connaitre/nos-engagements ",France Travail
731,Architecte Logiciel Système Command & Control F/H (CDI) (H/F),"Rejoignez la Direction Software Engineering qui développe l'ensemble des produits logiciels nécessaires au fonctionnement de nos systèmes d'armes.
Intégrez le service "" Software Product Line France "", en charge de l'architecture de tous les logiciels de l'ensemble des produits MBDA.
Vous serez responsable de définir la stratégie produit logicielle en étant impliqué dans les phases amonts des futurs projets. Vous soutenez les développements des projets en cours en définissant la meilleure architecture en prenant en compte les contraintes de modularité, d'évolutivité, etc... &nbsp;
Le service des Architectes Logiciel est composé d'une quinzaine de personnes, l'équipe est complémentaire et pluridisciplinaire : elle intervient sur tout le portfolio des produits MBDA.&nbsp;
Être Architecte Logiciel chez MBDA c'est :
- Influencer le besoin client et les spécifications logicielles qui en découlent.
- Construire les architectures des logiciels développés en tenant compte des contraintes projets, coûts et délais.
- Identifier des opportunités de création de nouvelles lignes produits ou d'items réutilisables.
- Garantir l'homogénéité et la cohérence du niveau de réutilisation et de la testabilité des architectures logicielles définies.
- Accompagner le bon déploiement des architectures logicielles au sein des projets en assistant l'équipe de développement.
- Contribuer à la stratégie de test et des plans établis par l'équipe projet.
- Assurer un support sur les phases d'intégration et de validation du produit.
- Contribuer à la proposition technique des devis.
- Communiquer et valoriser vos réalisations auprès de la communauté MBDA.
- Participer au réseau des architectes logiciel du groupe MBDA.
- Contribuer aux activités transverses par de la veille technologique et de la définition d'études libres du domaine.
Au quotidien, vous serez amené(e) à échanger avec les autres départements de la Direction Software ainsi qu'avec d'autres directions (Système, Algorithmes, Pilotage-Guidage-Navigation, Traitement d'Images).
Des déplacements sont à prévoir chez le client ou les différents partenaires industriels, en France et à l'International.
Notre rémunération comporte un salaire fixe et des éléments additionnels individuels (une part variable pour nos salariés cadres et une prime d'ancienneté ainsi qu'une prime annuelle pour nos salariés non-cadres) ou collectifs dépendant de la performance et des résultats de l'entreprise (participation, intéressement).
De nombreux services/avantages sont également proposés : restaurant d'entreprise, épargne salariale (PEG, PERCOL), protection sociale (mutuelle et prévoyance), comité social et économique, infirmerie et service de santé au travail interne...Vous justifiez d'une expérience significative dans le domaine de la conception logicielle.
Vous maitrisez les langages JAVA et C++. Vous avez des connaissances en conception d'IHM ainsi qu'en modélisation UML.
Si vous rejoignez l'équipe, vous contribuerez à bâtir les architectures logicielles des systèmes du futur (systèmes de système, systèmes collaboratifs).
Compte tenu de l'environnement international de l'entreprise, un bon niveau d'anglais est nécessaire.
Les défis technologiques de l'industrie de défense vous motivent ? Envoyez-nous votre candidature !
Établissement soumis à enquête administrative conformément aux dispositions des articles R.2311-1 et suivants du code de la défense et de l'IGI n°1300 du 09 août 2021.&nbsp;
004",France Travail
232,Architecte Logiciel – Services Financiers - Ile de France (H/F),"Description de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe, avec 51000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services et solutions numériques. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, en combinant une connaissance approfondie des secteurs d’activité et des technologies à une approche collaborative. Sopra Steria place l’humain au cœur de son action et s’engage auprès de ses clients à tirer le meilleur parti du numérique pour construire un avenir positif. En 2024, le Groupe a réalisé un chiffre d’affaires de 5,8 milliards d’euros.The world is how we shape it*Description du posteVotre rôle et vos tâches :Définir l’architecture logicielle Java en garantissant cohérence, maintenabilité et performance.Concevoir et mettre à jour le design des logiciels produits, en respectant les exigences projets, contraintes techniques et performances attendues.Coordonner la production logicielle avec les équipes de développement (spécification, conception, implémentation), pour garantir la qualité et la standardisation du code.Collaborer avec le Chef de Projet Logiciel pour élaborer les plannings techniques, estimer les charges et ordonnancer les activités.Mettre en place des standards de développement et bonnes pratiques (revues de code, documentation, intégration continue).Effectuer une veille technologique active pour prévenir les obsolescences et faire évoluer l’environnement technique.Contribuer à la mise en place du référentiel technique et de l’outillage de production (CI/CD, tests, monitoring) en lien avec les équipes DevOps ou les architectes transverses.QualificationsVous possédez une expérience significative sur un poste similaire, ainsi qu’une réelle force de proposition en portant les sujets techniques ardus. Le travail en équipe sera clé en interaction avec le client et aussi en interne avec une forte qualité pédagogique et d’intégration au sein des multiples équipes projets. Vous êtes un vrai couteau suisse, permettant de descendre dans la technique sur les sujets ardus (exemplarité vis-à-vis des équipes techniques), tout en gardant du recul, et sachant aussi remonter plus haut au niveau DAT / Roadmap / Stratégie. Vous êtes issu(e) d'un Master 2 ou équivalent (Ecole d'Ingénieurs ou Universitaire) et possédez au moins 5 ans d'expérience en tant qu'Architecte Logiciel, dans des environnements complexes et exigeants. Informations supplémentairesUn accord télétravail pour télétravailler jusqu’à 2 jours par semaine selon vos tâches. Un package avantages intéressant : une mutuelle, un CSE, des titres restaurants, un accord d’intéressement, des primes vacances et cooptation.Des opportunités de carrières multiples : plus de 30 familles de métiers, autant de passerelles à imaginer ensemble.Plusieurs centaines de formations accessibles en toute autonomie avec Sopra Steria Academy.La possibilité de s'engager auprès de notre fondation ou de notre partenaire « Vendredi ».L'opportunité de rejoindre le collectif Tech'Me UP (formations, conférences, veille, et bien plus encore…). Employeur inclusif et engagé, notre société œuvre chaque jour pour lutter contre toute forme de discrimination et favoriser un environnement de travail respectueux. C’est pourquoi, attachés à la mixité et à la diversité, nous encourageons toutes les candidatures et tous les profils.https://www.soprasteria.fr/nous-connaitre/nos-engagements ",France Travail
2015,Architecte Produit Logiciel - Défense & Sécurité - Toulouse (H/F),"Vous souhaitez évoluer dans une entreprise à dimension humaine qui encourage l'innovation, la créativité et la prise de responsabilités ?Vous avez envie de vivre de belles aventures et d'inventer les outils du futur pour la formation virtuelle aux opérations complexes (maintenance, secours au population.) ainsi que l'Hypervision et la conduite d'opérations de protection des populations et de l'environnement.Vous êtes passionné.e par les nouvelles technologies, la réalité virtuelle, augmentée ou étendue, la simulation, les jumeaux numériques, la programmation ?N'hésitez plus et rejoignez nos équipes toulousaines du département Hypervision &amp; Entraînement pour participer activement au développement de nos produits&#xa0;:Crimson, logiciel de supervision et d'aide à la conduite d'opérations (https://www.crimson.eu)VirtualGeo, logiciel de visualisation et d'analyse d'environnements géospatiaux (https://virtual-geo.com)Inscape, Plateforme de création d'expériences en RA/RV (https://www.inscape3d.com)Nous recrutons un/une Architecte Logiciel&#xa0;pour rejoindre notre équipe Crimson.Vos missions&#xa0;:Votre mission consistera à créer ou faire évoluer les architectures de nos produits et projets afin de répondre aux besoins. Vous aurez entre autres à&#xa0;:Concevoir l'architecture logicielle et matérielle de systèmes qui intègrent nos solutions logicielles mais également des solutions tiercesContrôler la cohérence de l'architecture lors de la mise en œuvreParticiper à des réponses à appel d'offres&#xa0;: analyse des besoins, spécifications fonctionnelles et non fonctionnelles, architecture, estimations financières associées, rédaction de la partie technique.Vous pourrez également être amené à piloter opérationnellement des équipes de développement.Nos engagementsOffrir l'opportunité d'évoluer professionnellement et de développer ses compétences dans un cadre stimulant et valorisantAccompagner nos collaborateurs dans la prise de connaissance de nos produits, de la société, des valeurs, de ses métiers et de ses équipesValoriser la prise d'initiative, le travail en équipe et la synergie des compétencesTravailler dans une société bienveillante et attachée à l'équilibre entre la vie personnelle et la vie professionnelle de nos collaborateursLes plus du posteTravail sur la création d'un produit à la pointe de l'innovation (vous pourrez être amené(e) à intervenir sur les projets de recherche européens basés sur ce produit) et largement utilisé dans le monde de la sécurité civile et de la défenseParticipation à toutes les phases du processus d'innovation, de l'idée jusqu'à la démonstration, en passant par les phases de conception prototypage et développementMission à fort impact sociétal pour la protection des populations et de l'environnementEquipes jeunes et dynamiques, excellente ambiance de travail, cadre de vie toulousainEnvironnement technique&#xa0;:Maitrise des systèmes d'exploitation (Windows, OS, Linux)Maitrise des langages programmatiques (Java, Python, PHP,)Maîtrise d'un framework Web Services, idéalement Vert.xConnaissance en développement front-end (ReactJS)Connaissance des protocoles réseaux",France Travail
747,Architecte Solution (H/F),"
               Capgemini :   Choisir Capgemini, c'est choisir une entreprise où vous serez en mesure de façonner votre carrière selon vos aspirations. Vous serez soutenu et accompagné au sein d'une communauté collaborative composée de collègues du monde entier, où vous pourrez réinventer votre futur. Rejoignez nous pour redéfinir les limites de ce qui est possible, contribuez à libérer la valeur de la technologie pour les plus grandes organisations et participez à la construction d’un monde plus durable et inclusif.   Capgemini Financial Services accompagne quotidiennement nos clients grands comptes (banque, finance, assurance) sur des problématiques de gestion et de transformation de patrimoine pour accompagner les évolutions de leur SI.     Missions :   Participer au recueil des besoins et problématiques métiers et techniques Concevoir des solutions qui répondent aux exigences de performance, de robustesse, d'exploitabilité et de sécurité Définir et porter les architectures applicatives et techniques en assurant la traçabilité et la justification des choix Participer ou piloter la conception détaillée, la réalisation des solutions Avoir un rôle d’expert technique pour valider la faisabilité des projets Contribuer aux actions d’avant-vente Participer au développement de le la communauté des architectes Capgemini Faire progresser le positionnement et la reconnaissance technologique de Capgemini en tant qu'acteur majeur de la transformation Digitale des entreprises Apporter votre valeur dans l'amélioration des outils et méthodes Capgemini Suivre et coacher des Architectes juniors afin de garantir la qualité de notre delivery et de les épauler dans leur évolution professionnelle       
            ",France Travail
755,Architecte Solution (H/F),"Description:
Notre client accompagne les équipes digitales de leurs clients grands comptes dans la conception, la modernisation et l’exploitation d’infrastructures cloud robustes, scalables et hautement industrielles.

Création de poste d'un Architecte Solution destiné à accompagner la croissance de ses activités e-commerce et à soutenir les équipes dans les phases d’avant-vente comme dans la conception technique. 
Vous rejoignez une équipe de vingt-cinq experts répartis entre Paris et Bordeaux, dans un environnement où la qualité, le DevOps et l’innovation occupent une place essentielle.

Missions principales :
- Concevoir et formaliser les architectures e-commerce 
- Participer aux ateliers de cadrage, estimation et définition technique des projets.
- Pitcher et défendre les solutions lors des phases d’avant-vente.
- Superviser les phases de build et de support, garantir la qualité et les standards techniques.
- Réaliser des revues de code et d’architecture, intervenir sur des problématiques complexes.
- Encadrer, conseiller et accompagner la montée en compétences des développeurs.

Localisation : Levallois - Télétravail : 2-3 jours par semaine
Rémunération : environ 80 000 euros 
Environnement technique : PHP-Symfony / Silius / Magento / Adobe Commerce /OroCommerce

Profil recherché:
- Expert PHP avec maîtrise de Symfony et d’au moins une plateforme e-commerce (Silius, Magento/Adobe Commerce ou OroCommerce).
- Minimum 15 ans d’expérience en développement, architecture et projets web complexes.
- Expérience confirmée en avant-vente, capacité à pitcher et à vulgariser auprès de directions marketing/DSI.
- Solide culture DevOps, qualité logicielle et CI/CD.
- Leadership naturel, posture consultative, sens du service
- Aisance orale, crédibilité face au client, capacité à convaincre.",France Travail
2100,Architecte Solution - Montpellier (H/F),"
              Quel que soit votre métier (Architecte Solutions ou Architecte Entreprise) ou votre domaine d’expertise (Cloud, API Management, Micro-services…) vous aurez la possibilité de :    Accompagner les projets dans leurs différentes phases Participer au recueil des besoins et problématiques métiers et techniques Concevoir des solutions qui répondent aux exigences de performance, de robustesse, d'exploitabilité et de sécurité Définir et porter les architectures applicatives et techniques en assurant la traçabilité et la justification des choix Participer ou piloter la conception détaillée, la réalisation des solutions Avoir un rôle d’expert technique pour valider la faisabilité des projets Contribuer aux actions d’avant-vente Participer au développement de le la communauté des architectes Capgemini Faire progresser le positionnement et la reconnaissance technologique de Capgemini en tant qu'acteur majeur de la transformation Digitale des entreprises Apporter votre valeur dans l'amélioration des outils et méthodes Capgemini Suivre et coacher des Architectes juniors afin de garantir la qualité de notre delivery et de les épauler dans leur évolution professionnelle              
            ",France Travail
2461,Architecte Solution 3DEXPERIENCE (H/F),"
              Missions   En tant qu’Architecte PLM, vos responsabilités principales seront les suivantes :  Comprendre le processus métier du client, définir des concepts et approches méthodologiques de définition de solution Interpréter et traduire les besoins clients pour en définir les exigences techniques & fonctionnelles ; Ecrire les premiers niveaux de spécifications ; Définir la stratégie d’upgrade et de migration vers la solution PLM cible, en lien avec les roadmaps éditeurs et être force de proposition auprès du client. Encadrer des équipes en phase de réponse et de réalisation ; Vous pouvez être amené(e) à participer au développement et à la présentation des offres et des propositions commerciales (avant-vente, delivery) et vous assurez la veille technologique.    
            ",France Travail
3993,Architecte Solution H/F,"Lieu
Bezons (95)
&nbsp;
Avantages
Extraits de la description complète du poste
Programme de formation
&nbsp;
Description du poste
À propos d’Atos

Atos est un leader international de la transformation digitale avec environ 78 000 collaborateurs et un chiffre d’affaires annuel d’environ 10 milliards d’euros. Numéro un européen du cloud, de la cybersécurité et des supercalculateurs, le Groupe fournit des solutions intégrées pour tous les secteurs, dans 68 pays. Pionnier des services et produits de décarbonation, Atos s’engage à fournir des solutions numériques sécurisées et décarbonées à ses clients. Atos est une SE (Société Européenne) cotée sur Euronext Paris.

La raison d’être d’Atos est de contribuer à façonner l’espace informationnel. Avec ses compétences et ses services, le Groupe supporte le développement de la connaissance, de l’éducation et de la recherche dans une approche pluriculturelle et contribue au développement de l’excellence scientifique et technologique. Partout dans le monde, Atos permet à ses clients et à ses collaborateurs, et plus généralement au plus grand nombre, de vivre, travailler et progresser durablement et en toute confiance dans l’espace informationnel.

Rejoignez notre pôle Consulting & Advisory et accompagnez nos clients dans la compréhension et l’intégration des technologies d’Intelligence Artificielle et de Data au cœur de leurs stratégies. Vous serez un acteur clé pour transformer les enjeux business en solutions innovantes, en apportant une vision claire et pragmatique des opportunités offertes par ces technologies.

Vos missions :

Conseil stratégique : Identifier les leviers IA & Data pour créer de la valeur et optimiser les processus métiers.
Accompagnement client : Définir des feuilles de route, cadrer les projets et vulgariser les concepts pour des interlocuteurs non techniques.
Veille & innovation : Suivre les tendances IA, Data et nouvelles technologies pour anticiper les évolutions du marché.
Pilotage & coordination : Travailler en synergie avec les équipes techniques et métiers pour garantir la réussite des projets.

Profil recherché :

Esprit conseil : Excellentes compétences en communication, capacité à convaincre et à créer une relation de confiance avec les clients.
Culture technologique : Bonne compréhension des concepts IA, Data et des enjeux liés à la transformation digitale (sans être un expert technique).
Curiosité & adaptabilité : Passion pour les nouvelles technologies et aptitude à vulgariser des sujets complexes.
Expérience : Idéalement 3-5 ans en conseil, transformation digitale ou projets liés à la Data/IA.

Pourquoi nous rejoindre?

Des opportunités de développement et de formation continue sur les sujets IA & Data.
Des acteurs incontournables des marchés mentionnés ci-dessus ;
Télétravail possible à hauteur de 60% du temps de travail ;
L’accompagnement et suivi de votre évolution professionnelle ;
De beaux locaux spacieux dans le respect de notre politique Green IT, où il fait bon vivre et où l’on a envie de travailler ;
Comité d’entreprise, activités et animation locale.

Alors, prêt à relever le défi ?
Vous n'êtes pas loin du but, GO ! Postulez !
Voici la suite de l’aventure
Vous serez contacter par notre équipe Talent acquisition pour faire connaissance si votre profil match les compétences requises.
Vous aurez ensuite l’opportunité d’avoir 2 entretiens opérationnels avec le responsable de la practice et le Head du pôle Consulting.
Enfin notre direction des ressources humaines vous proposera éventuellement un ultime entretien afin de valider le process et répondre aux ultimes questions.
#DTC
En savoir plus
La diversité est un moteur au service de la créativité de nos clients, et nous nous efforçons chaque jour de créer un environnement où chacun se sent soutenu et encouragé.
La « Tech for Good » s'inscrit au cœur de notre mission, que ce soit en matière de lutte contre le changement climatique, pour promouvoir l'inclusion numérique ou garantir la confiance dans la gestion des données.
Nous sommes fiers des nombreuses reconnaissances mondiales pour nos pratiques environnementales, sociales et de gouvernance, et nous nous engageons à construire un avenir meilleur pour tous en exploitant le pouvoir de la technologie.
&nbsp;",Indeed
3981,Architecte Solution H/F,"Lieu
Bezons (95)
&nbsp;
Description du poste
Politique de confidentialité
Architecte Data (F/H)
Date de publication: 21 nov. 2025
Réf. Non: 530304
Emplacement: Bezons, FR Villeurbanne Cedex, FR Lyon, FR
Qui nous sommes.

Nous sommes une équipe d’experts passionnés avec une ambition claire : utiliser le numérique pour faire avancer ce qui compte pour nos clients et la société.


Chaque jour, nous travaillons ensemble pour créer des fondations numériques fiables et évolutives pour les entreprises, les institutions et les communautés du monde entier.

Plus d’informations sur : Advancing what matters

Le poste en quelques mots :

Vous êtes passionné/e par la Data et vous aimez imaginer des architectures élégantes, performantes et robustes ? Ce poste est fait pour vous.

Au sein de notre communauté Data, vous intégrerez une équipe dynamique et collaborative, où la curiosité, l’innovation et le partage de connaissances sont au cœur de notre fonctionnement.

Vous contribuerez à la mise en œuvre de solutions cloud autour de Snowflake, dans un cadre stimulant mêlant expertise technique et vision stratégique.

Ce que vous allez faire si vous nous rejoignez :

Concevoir des architectures de données optimisées sur Snowflake, en lien avec les enjeux métiers de nos clients.
Encadrer la mise en œuvre technique des projets BI & Data Analytics, en intégrant les meilleures pratiques de gouvernance.
Animer des ateliers avec les parties prenantes pour cadrer les besoins et construire les solutions les plus pertinentes.
Assurer le rôle de référent technique et accompagner la montée en compétences de l’équipe.
Contribuer au développement de nos offres Data et à des activités de pré-vente.
Expérimenter de nouvelles approches via notre DataLab et participer à la veille technologique.
Produire des solutions innovantes et partager vos connaissances au sein de la communauté Data.

Votre profil :

Bac+5 en informatique ou équivalent.
Plus de 5 ans d’expérience en architecture de données, avec une forte spécialisation Snowflake.
Excellente maîtrise des environnements cloud (AWS, Azure ou GCP) et des technologies de Data Engineering.
Expérience confirmée dans l’intégration de données multi-sources et l’optimisation de performances Snowflake.
Capacité à encadrer une équipe technique et à porter une vision projet claire auprès des clients.
Autonomie, rigueur, excellent relationnel, et esprit d’initiative.
Bon niveau d’anglais à l’écrit comme à l’oral.

En savoir plus

La diversité est un moteur au service de la créativité de nos clients, et nous nous efforçons chaque jour de créer un environnement où chacun se sent soutenu et encouragé.
La « Tech for Good » s'inscrit au cœur de notre mission, que ce soit en matière de lutte contre le changement climatique, pour promouvoir l'inclusion numérique ou garantir la confiance dans la gestion des données.
Nous sommes fiers des nombreuses reconnaissances mondiales pour nos pratiques environnementales, sociales et de gouvernance, et nous nous engageons à construire un avenir meilleur pour tous en exploitant le pouvoir de la technologie.
&nbsp;",Indeed
674,Architecte Solution IA/ML Spécialiste Gen AI - France (H/F),"
              Vos missions :     En tant qu’Architecte Solution IA/ML, vous serez responsable de la conception et de la supervision de l’architecture des solutions en intelligence artificielle, notamment en IA Générative. Vous collaborerez étroitement avec les data scientists, les ingénieurs et les parties prenantes métier pour garantir des solutions robustes, évolutives et alignées sur les objectifs stratégiques de l’entreprise. Vos responsabilités  Concevoir des architectures complètes de solutions Gen AI répondant aux besoins métier et techniques. Sélectionner les outils, frameworks et technologies IA/ML les plus adaptés. Garantir la conformité des solutions aux normes de sécurité, de confidentialité et de gouvernance. Animer des ateliers avec des équipes pluridisciplinaires pour définir les principes d’architecture. Mettre en œuvre les meilleures pratiques en matière de développement de modèles IA/ML (versioning, tests, validation). Assurer la performance et la scalabilité des systèmes IA. Collaborer avec les data engineers pour concevoir des pipelines de données fiables et accessibles. Encadrer techniquement les équipes de data scientists et d’ingénieurs. Intégrer les dernières avancées technologiques dans les conceptions architecturales. Vulgariser les concepts IA/ML complexes auprès des parties prenantes non techniques. Manager une équipe composée d’architectes, de consultants data science et d’experts sécurité.    
            ",France Travail
